Line_ID,Date,Melting_kWh,Core_Making_kWh,Moulding_kWh,Ladle_kWh,Processing_kWh,Total_Line_kWh,Solar_Used_kWh,Grid_Used_kWh
Line_2,2024-09-30,27245.94,1515.22,6931.7,206.28,1217.39,37116.53,16599.7,20516.86
Line_2,2024-10-01,27045.93,1512.39,7005.38,179.34,1223.7,36966.74,16889.73,20077.09
Line_2,2024-10-02,27035.59,1533.53,6921.32,183.05,1207.16,36880.65,16547.24,20333.49
Line_2,2024-10-03,27071.11,1504.45,6967.61,184.86,1235.37,36963.4,16027.72,20935.51
Line_2,2024-10-04,27012.7,1508.67,6971.68,187.47,1208.64,36889.16,16161.82,20727.46
Line_2,2024-10-05,27215.69,1521.7,6985.55,194.96,1224.96,37142.86,16190.38,20952.57
Line_2,2024-10-06,2400.0,0.0,0.0,0.0,0.0,2400.0,1262.84,1137.16
Line_2,2024-10-07,27270.81,1513.78,6853.91,175.32,1219.91,37033.73,16522.98,20510.77
Line_2,2024-10-08,27222.07,1507.65,6907.91,185.07,1207.94,37030.64,15179.85,21850.82
Line_2,2024-10-09,27179.87,1505.92,6908.77,196.94,1211.33,37002.83,15217.42,21785.48
Line_2,2024-10-10,27118.57,1511.12,6952.37,178.8,1206.29,36967.15,15901.74,21065.47
Line_2,2024-10-11,27094.41,1500.79,6950.17,188.66,1204.3,36938.33,15760.15,21178.28
Line_2,2024-10-12,27166.28,1494.51,6949.56,190.55,1207.88,37008.78,16235.02,20773.75
Line_2,2024-10-13,2400.0,0.0,0.0,0.0,0.0,2400.0,1242.5,1157.5
Line_2,2024-10-14,27338.3,1510.52,6952.91,187.82,1198.25,37187.8,16261.03,20926.7
Line_2,2024-10-15,27156.1,1510.62,6915.78,197.06,1235.09,37014.65,12276.77,24737.92
Line_2,2024-10-16,27377.62,1513.23,6909.46,185.05,1198.16,37183.52,13857.89,23325.65
Line_2,2024-10-17,27152.08,1519.25,6929.99,185.67,1208.79,36995.78,12798.3,24197.4
Line_2,2024-10-18,27279.03,1510.25,6914.29,188.35,1207.4,37099.32,14755.76,22343.54
Line_2,2024-10-19,27177.3,1511.84,6945.36,195.87,1215.0,37045.37,15097.98,21947.37
Line_2,2024-10-20,2400.0,0.0,0.0,0.0,0.0,2400.0,1236.98,1163.02
Line_2,2024-10-21,27116.48,1513.1,6899.15,185.65,1197.12,36911.5,13472.83,23438.61
Line_2,2024-10-22,27195.26,1486.88,6927.17,195.27,1213.27,37017.85,15833.52,21184.28
Line_2,2024-10-23,27193.84,1475.63,6906.32,179.37,1234.62,36989.78,15889.2,21100.62
Line_2,2024-10-24,27110.62,1474.43,6956.11,203.32,1215.29,36959.77,16309.63,20650.15
Line_2,2024-10-25,27103.49,1483.7,6965.53,179.78,1200.41,36932.91,16262.41,20670.62
Line_2,2024-10-26,27068.55,1536.86,6975.4,192.21,1228.07,37001.09,16329.39,20671.75
Line_2,2024-10-27,2400.0,0.0,0.0,0.0,0.0,2400.0,1236.98,1163.02
Line_2,2024-10-28,27309.62,1506.73,6818.9,197.55,1200.31,37033.11,16278.21,20754.84
Line_2,2024-10-29,27189.82,1526.31,6947.15,198.77,1214.96,37077.01,15141.0,21935.98
Line_2,2024-10-30,26978.3,1509.62,6924.02,187.35,1202.29,36801.58,15686.86,21114.75
Line_2,2024-10-31,27105.24,1500.26,6916.38,192.6,1204.03,36918.51,16053.25,20865.22
Line_2,2024-11-01,34615.96,1484.82,6612.31,237.2,1578.79,44529.08,20622.62,23906.41
Line_2,2024-11-02,34474.76,1470.91,6645.88,241.03,1554.76,44387.34,20720.67,23666.7
Line_2,2024-11-03,2400.0,0.0,0.0,0.0,0.0,2400.0,1219.27,1180.73
Line_2,2024-11-04,34696.05,1463.86,6653.07,252.19,1584.75,44649.92,20892.81,23757.04
Line_2,2024-11-05,34691.08,1469.0,6662.14,245.96,1578.7,44646.88,20892.38,23754.43
Line_2,2024-11-06,34631.56,1513.83,6585.91,238.19,1569.09,44538.58,20911.77,23626.76
Line_2,2024-11-07,34539.2,1484.88,6648.49,239.85,1586.66,44499.08,20805.18,23693.86
Line_2,2024-11-08,34530.38,1469.15,6623.55,247.66,1573.23,44443.97,20736.81,23707.09
Line_2,2024-11-09,34633.85,1474.02,6562.96,243.83,1581.35,44496.01,20657.05,23838.96
Line_2,2024-11-10,2400.0,0.0,0.0,0.0,0.0,2400.0,1205.99,1194.01
Line_2,2024-11-11,34616.3,1481.86,6654.86,236.06,1575.88,44564.96,20877.12,23687.85
Line_2,2024-11-12,34648.25,1494.91,6610.17,245.82,1585.34,44584.49,20438.27,24146.25
Line_2,2024-11-13,34510.28,1468.62,6572.36,256.42,1598.07,44405.75,20299.3,24106.43
Line_2,2024-11-14,34686.91,1486.93,6571.54,250.31,1559.48,44555.17,20177.57,24377.49
Line_2,2024-11-15,34480.12,1469.08,6589.8,247.35,1584.04,44370.39,19870.78,24499.55
Line_2,2024-11-16,34735.95,1466.31,6571.17,240.98,1548.48,44562.89,20565.37,23997.53
Line_2,2024-11-17,2400.0,0.0,0.0,0.0,0.0,2400.0,1209.77,1190.23
Line_2,2024-11-18,34709.16,1488.02,6583.66,239.3,1544.51,44564.65,20767.33,23797.37
Line_2,2024-11-19,34719.38,1476.74,6608.38,246.81,1562.19,44613.5,20702.52,23910.95
Line_2,2024-11-20,34649.89,1456.04,6622.91,248.25,1583.48,44560.57,20700.85,23859.75
Line_2,2024-11-21,34508.58,1479.52,6559.71,261.18,1601.57,44410.56,20546.87,23863.77
Line_2,2024-11-22,34669.87,1489.27,6651.14,249.78,1539.75,44599.81,20696.62,23903.23
Line_2,2024-11-23,34590.29,1496.42,6648.38,246.25,1556.13,44537.47,20724.73,23812.7
Line_2,2024-11-24,2400.0,0.0,0.0,0.0,0.0,2400.0,1207.55,1192.45
Line_2,2024-11-25,34548.27,1483.98,6590.24,246.62,1554.76,44423.87,20531.1,23892.78
Line_2,2024-11-26,34607.84,1488.22,6625.62,243.16,1567.9,44532.74,20529.84,24002.81
Line_2,2024-11-27,34629.75,1462.32,6616.28,241.97,1530.0,44480.32,20085.37,24395.0
Line_2,2024-11-28,34693.19,1454.42,6578.91,251.92,1582.68,44561.12,20386.77,24174.43
Line_2,2024-11-29,34669.63,1479.64,6643.63,234.9,1564.75,44592.55,20635.02,23957.52
Line_2,2024-11-30,34718.3,1474.93,6591.27,241.77,1602.64,44628.91,20116.64,24512.3
Line_2,2024-12-01,2400.0,0.0,0.0,0.0,0.0,2400.0,1195.16,1204.84
Line_2,2024-12-02,27361.97,1498.97,6961.98,183.07,1209.61,37215.6,14357.39,22858.28
Line_2,2024-12-03,27230.2,1503.33,6917.38,189.4,1200.1,37040.41,14383.34,22657.18
Line_2,2024-12-04,27298.38,1510.26,6897.1,190.43,1214.08,37110.25,15511.05,21599.21
Line_2,2024-12-05,27237.74,1516.85,6962.81,195.86,1204.4,37117.66,15145.53,21972.11
Line_2,2024-12-06,27101.58,1516.82,6871.42,186.22,1204.18,36880.22,15001.59,21878.63
Line_2,2024-12-07,27125.58,1502.55,6900.99,191.31,1191.57,36912.0,14148.58,22763.45
Line_2,2024-12-08,2400.0,0.0,0.0,0.0,0.0,2400.0,1190.52,1209.48
Line_2,2024-12-09,27125.07,1496.81,6920.99,198.75,1220.57,36962.19,14943.14,22019.01
Line_2,2024-12-10,27118.24,1513.05,6950.33,185.61,1206.55,36973.78,14997.24,21976.5
Line_2,2024-12-11,27327.72,1520.69,6947.3,191.71,1204.43,37191.85,15490.42,21701.39
Line_2,2024-12-12,27046.14,1494.27,6989.49,181.15,1220.23,36931.28,15434.52,21496.79
Line_2,2024-12-13,27152.0,1504.51,6964.88,178.21,1201.54,37001.14,15200.57,21800.62
Line_2,2024-12-14,27001.35,1498.46,6969.37,180.18,1208.94,36858.3,15259.24,21598.99
Line_2,2024-12-15,2400.0,0.0,0.0,0.0,0.0,2400.0,1215.75,1184.25
Line_2,2024-12-16,27011.42,1505.2,6938.0,189.81,1234.3,36878.73,15497.96,21380.81
Line_2,2024-12-17,27286.01,1483.82,6900.25,197.21,1198.45,37065.74,15641.48,21424.29
Line_2,2024-12-18,27155.91,1507.79,6949.63,193.52,1201.9,37008.75,15641.18,21367.61
Line_2,2024-12-19,27355.57,1516.61,6941.96,193.18,1225.98,37233.3,15231.79,22001.49
Line_2,2024-12-20,27204.74,1511.23,6931.47,168.96,1215.88,37032.28,15428.58,21603.71
Line_2,2024-12-21,27059.81,1511.29,6916.05,197.16,1212.74,36897.05,15424.54,21472.48
Line_2,2024-12-22,2400.0,0.0,0.0,0.0,0.0,2400.0,1194.53,1205.47
Line_2,2024-12-23,27198.29,1504.13,6906.25,197.31,1227.5,37033.48,14602.8,22430.65
Line_2,2024-12-24,27009.99,1507.86,6957.56,183.44,1226.47,36885.32,15197.15,21688.15
Line_2,2024-12-25,27228.84,1513.51,6965.7,188.75,1208.91,37105.71,15168.6,21937.18
Line_2,2024-12-26,27250.16,1508.35,6933.6,194.61,1213.94,37100.66,15352.73,21747.94
Line_2,2024-12-27,26971.25,1503.74,7023.61,185.78,1221.81,36906.19,14898.23,22007.95
Line_2,2024-12-28,27164.18,1489.59,6856.95,189.06,1224.52,36924.3,15339.27,21585.07
Line_2,2024-12-29,2400.0,0.0,0.0,0.0,0.0,2400.0,1217.73,1182.27
Line_2,2024-12-30,27215.89,1516.95,6974.05,199.33,1196.07,37102.29,15576.14,21526.05
Line_2,2024-12-31,27142.61,1490.75,6931.5,195.76,1227.86,36988.48,15459.91,21528.6
