Date,Line_ID,Status,Part_Produced,Target_Batches,Target_Qty
2024-04-17,Line_2,Production,Cylinder Head,7,943
2024-04-17,Line_2,Production,Oil Pan,6,1349
2024-04-17,Line_3,Production,Cylinder Liner,6,4584
2024-04-17,Line_3,Production,Camshaft Pulley,4,3013
2024-04-18,Line_1,Production,Engine Block,6,447
2024-04-18,Line_2,Production,Cylinder Head,7,943
2024-04-18,Line_2,Production,Oil Pan,6,1349
2024-04-18,Line_3,Production,Cylinder Liner,6,4584
2024-04-18,Line_3,Production,Camshaft Pulley,4,3013
2024-04-19,Line_1,Production,Engine Block,6,447
2024-04-19,Line_2,Production,Cylinder Head,7,943
2024-04-19,Line_2,Production,Oil Pan,6,1349
2024-04-19,Line_3,Production,Cylinder Liner,6,4584
2024-04-19,Line_3,Production,Camshaft Pulley,4,3013
2024-04-20,Line_1,Production,Engine Block,6,447
2024-04-20,Line_2,Production,Cylinder Head,7,943
2024-04-20,Line_2,Production,Oil Pan,6,1349
2024-04-20,Line_3,Production,Cylinder Liner,6,4584
2024-04-20,Line_3,Production,Camshaft Pulley,4,3012
2024-04-22,Line_1,Production,Engine Block,6,447
2024-04-22,Line_2,Production,Cylinder Head,7,942
2024-04-22,Line_2,Production,Oil Pan,6,1349
2024-04-22,Line_3,Production,Cylinder Liner,6,4584
2024-04-22,Line_3,Production,Camshaft Pulley,4,3012
2024-04-23,Line_1,Production,Engine Block,6,447
2024-04-23,Line_2,Production,Cylinder Head,7,942
2024-04-23,Line_2,Production,Oil Pan,6,1349
2024-04-23,Line_3,Production,Cylinder Liner,6,4584
2024-04-23,Line_3,Production,Camshaft Pulley,4,3012
2024-04-24,Line_1,Production,Engine Block,6,447
2024-04-24,Line_2,Production,Cylinder Head,7,942
2024-04-24,Line_2,Production,Oil Pan,6,1349
2024-04-24,Line_3,Production,Cylinder Liner,6,4584
2024-04-24,Line_3,Production,Camshaft Pulley,4,3012
2024-04-25,Line_1,Production,Engine Block,6,447
2024-04-25,Line_2,Production,Cylinder Head,7,942
2024-04-25,Line_2,Production,Oil Pan,6,1349
2024-04-25,Line_3,Production,Cylinder Liner,6,4584
2024-04-25,Line_3,Production,Camshaft Pulley,4,3012
2024-04-26,Line_1,Production,Engine Block,6,447
2024-04-26,Line_2,Production,Cylinder Head,7,942
2024-04-26,Line_2,Production,Oil Pan,6,1349
2024-04-26,Line_3,Production,Cylinder Liner,6,4584
2024-04-26,Line_3,Production,Camshaft Pulley,4,3012
2024-04-27,Line_1,Production,Engine Block,6,447
2024-04-27,Line_2,Production,Cylinder Head,7,942
2024-04-27,Line_2,Production,Oil Pan,6,1349
2024-04-27,Line_3,Production,Cylinder Liner,6,4584
2024-04-27,Line_3,Production,Camshaft Pulley,4,3012
2024-04-29,Line_1,Production,Engine Block,6,446
2024-04-29,Line_2,Production,Cylinder Head,7,942
2024-04-29,Line_2,Production,Oil Pan,6,1349
2024-04-29,Line_3,Production,Cylinder Liner,6,4584
2024-04-29,Line_3,Production,Camshaft Pulley,4,3012
2024-04-30,Line_1,Production,Engine Block,6,446
2024-04-30,Line_2,Production,Cylinder Head,7,942
2024-04-30,Line_2,Production,Oil Pan,6,1349
2024-04-30,Line_3,Production,Cylinder Liner,6,4583
2024-04-30,Line_3,Production,Camshaft Pulley,4,3012
2024-04-07,Line_1,Maintenance_Weekly,None,0,0
2024-04-07,Line_2,Maintenance_Weekly,None,0,0
2024-04-07,Line_3,Maintenance_Weekly,None,0,0
2024-04-14,Line_1,Maintenance_Weekly,None,0,0
2024-04-14,Line_2,Maintenance_Weekly,None,0,0
2024-04-14,Line_3,Maintenance_Weekly,None,0,0
2024-04-21,Line_1,Maintenance_Weekly,None,0,0
2024-04-21,Line_2,Maintenance_Weekly,None,0,0
2024-04-21,Line_3,Maintenance_Weekly,None,0,0
2024-04-28,Line_1,Maintenance_Weekly,None,0,0
2024-04-28,Line_2,Maintenance_Weekly,None,0,0
2024-04-28,Line_3,Maintenance_Weekly,None,0,0
2024-05-01,Line_1,Production,Engine Block,6,450
2024-05-01,Line_2,Production,Cylinder Head,6,893
2024-05-01,Line_2,Production,Oil Pan,6,1270
2024-05-01,Line_3,Production,Cylinder Liner,6,4386
2024-05-01,Line_3,Production,Camshaft Pulley,3,2950
2024-05-02,Line_1,Production,Engine Block,6,450
2024-05-02,Line_2,Production,Cylinder Head,6,893
2024-05-02,Line_2,Production,Oil Pan,6,1270
2024-05-02,Line_3,Production,Cylinder Liner,6,4385
2024-05-02,Line_3,Production,Camshaft Pulley,3,2950
2024-05-03,Line_1,Production,Engine Block,6,450
2024-05-03,Line_2,Production,Cylinder Head,6,893
2024-05-03,Line_2,Production,Oil Pan,6,1270
2024-05-03,Line_3,Production,Cylinder Liner,6,4385
2024-05-03,Line_3,Production,Camshaft Pulley,3,2950
2024-05-04,Line_1,Production,Engine Block,6,450
2024-05-04,Line_2,Production,Cylinder Head,6,893
2024-05-04,Line_2,Production,Oil Pan,6,1270
2024-05-04,Line_3,Production,Cylinder Liner,6,4385
2024-05-04,Line_3,Production,Camshaft Pulley,3,2950
2024-05-06,Line_1,Production,Engine Block,6,450
2024-05-06,Line_2,Production,Cylinder Head,6,893
2024-05-06,Line_2,Production,Oil Pan,6,1270
2024-05-06,Line_3,Production,Cylinder Liner,6,4385
2024-05-06,Line_3,Production,Camshaft Pulley,3,2950
2024-05-07,Line_1,Production,Engine Block,6,450
2024-05-07,Line_2,Production,Cylinder Head,6,893
2024-05-07,Line_2,Production,Oil Pan,6,1270
2024-05-07,Line_3,Production,Cylinder Liner,6,4385
2024-05-07,Line_3,Production,Camshaft Pulley,3,2950
2024-05-08,Line_1,Production,Engine Block,6,450
2024-05-08,Line_2,Production,Cylinder Head,6,893
2024-05-08,Line_2,Production,Oil Pan,6,1270
2024-05-08,Line_3,Production,Cylinder Liner,6,4385
2024-05-08,Line_3,Production,Camshaft Pulley,3,2950
2024-05-09,Line_1,Production,Engine Block,6,450
2024-05-09,Line_2,Production,Cylinder Head,6,893
2024-05-09,Line_2,Production,Oil Pan,6,1270
2024-05-09,Line_3,Production,Cylinder Liner,6,4385
2024-05-09,Line_3,Production,Camshaft Pulley,3,2950
2024-05-10,Line_1,Production,Engine Block,6,450
2024-05-10,Line_2,Production,Cylinder Head,6,893
2024-05-10,Line_2,Production,Oil Pan,6,1270
2024-05-10,Line_3,Production,Cylinder Liner,6,4385
2024-05-10,Line_3,Production,Camshaft Pulley,3,2950
2024-05-11,Line_1,Production,Engine Block,6,450
2024-05-11,Line_2,Production,Cylinder Head,6,893
2024-05-11,Line_2,Production,Oil Pan,6,1269
2024-05-11,Line_3,Production,Cylinder Liner,6,4385
2024-05-11,Line_3,Production,Camshaft Pulley,3,2950
2024-05-13,Line_1,Production,Engine Block,6,450
2024-05-13,Line_2,Production,Cylinder Head,6,893
2024-05-13,Line_2,Production,Oil Pan,6,1269
2024-05-13,Line_3,Production,Cylinder Liner,6,4385
2024-05-13,Line_3,Production,Camshaft Pulley,3,2950
2024-05-14,Line_1,Production,Engine Block,6,449
2024-05-14,Line_2,Production,Cylinder Head,6,893
2024-05-14,Line_2,Production,Oil Pan,6,1269
2024-05-14,Line_3,Production,Cylinder Liner,6,4385
2024-05-14,Line_3,Production,Camshaft Pulley,3,2950
2024-05-15,Line_1,Production,Engine Block,6,449
2024-05-15,Line_2,Production,Cylinder Head,6,893
2024-05-15,Line_2,Production,Oil Pan,6,1269
2024-05-15,Line_3,Production,Cylinder Liner,6,4385
2024-05-15,Line_3,Production,Camshaft Pulley,3,2950
2024-05-16,Line_1,Production,Engine Block,6,449
2024-05-16,Line_2,Production,Cylinder Head,6,893
2024-05-16,Line_2,Production,Oil Pan,6,1269
2024-05-16,Line_3,Production,Cylinder Liner,6,4385
2024-05-16,Line_3,Production,Camshaft Pulley,3,2950
2024-05-17,Line_1,Production,Engine Block,6,449
2024-05-17,Line_2,Production,Cylinder Head,6,892
2024-05-17,Line_2,Production,Oil Pan,6,1269
2024-05-17,Line_3,Production,Cylinder Liner,6,4385
2024-05-17,Line_3,Production,Camshaft Pulley,3,2950
2024-05-18,Line_1,Production,Engine Block,6,449
2024-05-18,Line_2,Production,Cylinder Head,6,892
2024-05-18,Line_2,Production,Oil Pan,6,1269
2024-05-18,Line_3,Production,Cylinder Liner,6,4385
2024-05-18,Line_3,Production,Camshaft Pulley,3,2950
2024-05-20,Line_1,Production,Engine Block,6,449
2024-05-20,Line_2,Production,Cylinder Head,6,892
2024-05-20,Line_2,Production,Oil Pan,6,1269
2024-05-20,Line_3,Production,Cylinder Liner,6,4385
2024-05-20,Line_3,Production,Camshaft Pulley,3,2950
2024-05-21,Line_1,Production,Engine Block,6,449
2024-05-21,Line_2,Production,Cylinder Head,6,892
2024-05-21,Line_2,Production,Oil Pan,6,1269
2024-05-21,Line_3,Production,Cylinder Liner,6,4385
2024-05-21,Line_3,Production,Camshaft Pulley,3,2950
2024-05-22,Line_1,Production,Engine Block,6,449
2024-05-22,Line_2,Production,Cylinder Head,6,892
2024-05-22,Line_2,Production,Oil Pan,6,1269
2024-05-22,Line_3,Production,Cylinder Liner,6,4385
2024-05-22,Line_3,Production,Camshaft Pulley,3,2950
2024-05-23,Line_1,Production,Engine Block,6,449
2024-05-23,Line_2,Production,Cylinder Head,6,892
2024-05-23,Line_2,Production,Oil Pan,6,1269
2024-05-23,Line_3,Production,Cylinder Liner,6,4385
2024-05-23,Line_3,Production,Camshaft Pulley,3,2950
2024-05-24,Line_1,Production,Engine Block,6,449
2024-05-24,Line_2,Production,Cylinder Head,6,892
2024-05-24,Line_2,Production,Oil Pan,6,1269
2024-05-24,Line_3,Production,Cylinder Liner,6,4385
2024-05-24,Line_3,Production,Camshaft Pulley,3,2950
2024-05-25,Line_1,Production,Engine Block,6,449
2024-05-25,Line_2,Production,Cylinder Head,6,892
2024-05-25,Line_2,Production,Oil Pan,6,1269
2024-05-25,Line_3,Production,Cylinder Liner,6,4385
2024-05-25,Line_3,Production,Camshaft Pulley,3,2950
2024-05-27,Line_1,Production,Engine Block,6,449
2024-05-27,Line_2,Production,Cylinder Head,6,892
2024-05-27,Line_2,Production,Oil Pan,6,1269
2024-05-27,Line_3,Production,Cylinder Liner,6,4385
2024-05-27,Line_3,Production,Camshaft Pulley,3,2950
2024-05-28,Line_1,Production,Engine Block,6,449
2024-05-28,Line_2,Production,Cylinder Head,6,892
2024-05-28,Line_2,Production,Oil Pan,6,1269
2024-05-28,Line_3,Production,Cylinder Liner,6,4385
2024-05-28,Line_3,Production,Camshaft Pulley,3,2950
2024-05-29,Line_1,Production,Engine Block,6,449
2024-05-29,Line_2,Production,Cylinder Head,6,892
2024-05-29,Line_2,Production,Oil Pan,6,1269
2024-05-29,Line_3,Production,Cylinder Liner,6,4385
2024-05-29,Line_3,Production,Camshaft Pulley,3,2950
2024-05-30,Line_1,Production,Engine Block,6,449
2024-05-30,Line_2,Production,Cylinder Head,6,892
2024-05-30,Line_2,Production,Oil Pan,6,1269
2024-05-30,Line_3,Production,Cylinder Liner,6,4385
2024-05-30,Line_3,Production,Camshaft Pulley,3,2949
2024-05-31,Line_1,Production,Engine Block,6,449
2024-05-31,Line_2,Production,Cylinder Head,6,892
2024-05-31,Line_2,Production,Oil Pan,6,1269
2024-05-31,Line_3,Production,Cylinder Liner,6,4385
2024-05-31,Line_3,Production,Camshaft Pulley,3,2949
2024-05-05,Line_1,Maintenance_Weekly,None,0,0
2024-05-05,Line_2,Maintenance_Weekly,None,0,0
2024-05-05,Line_3,Maintenance_Weekly,None,0,0
2024-05-12,Line_1,Maintenance_Weekly,None,0,0
2024-05-12,Line_2,Maintenance_Weekly,None,0,0
2024-05-12,Line_3,Maintenance_Weekly,None,0,0
2024-05-19,Line_1,Maintenance_Weekly,None,0,0
2024-05-19,Line_2,Maintenance_Weekly,None,0,0
2024-05-19,Line_3,Maintenance_Weekly,None,0,0
2024-05-26,Line_1,Maintenance_Weekly,None,0,0
2024-05-26,Line_2,Maintenance_Weekly,None,0,0
2024-05-26,Line_3,Maintenance_Weekly,None,0,0
2024-06-01,Line_1,Production,Engine Block,6,469
2024-06-01,Line_2,Production,Cylinder Head,7,922
2024-06-01,Line_2,Production,Oil Pan,6,1332
2024-06-01,Line_3,Production,Cylinder Liner,6,4603
2024-06-01,Line_3,Production,Camshaft Pulley,3,2903
2024-06-03,Line_1,Production,Engine Block,6,469
2024-06-03,Line_2,Production,Cylinder Head,7,922
2024-06-03,Line_2,Production,Oil Pan,6,1332
2024-06-03,Line_3,Production,Cylinder Liner,6,4603
2024-06-03,Line_3,Production,Camshaft Pulley,3,2903
2024-06-04,Line_1,Production,Engine Block,6,469
2024-06-04,Line_2,Production,Cylinder Head,7,922
2024-06-04,Line_2,Production,Oil Pan,6,1332
2024-06-04,Line_3,Production,Cylinder Liner,6,4603
2024-06-04,Line_3,Production,Camshaft Pulley,3,2903
2024-06-05,Line_1,Production,Engine Block,6,469
2024-06-05,Line_2,Production,Cylinder Head,7,922
2024-06-05,Line_2,Production,Oil Pan,6,1332
2024-06-05,Line_3,Production,Cylinder Liner,6,4602
2024-06-05,Line_3,Production,Camshaft Pulley,3,2902
2024-06-06,Line_1,Production,Engine Block,6,469
2024-06-06,Line_2,Production,Cylinder Head,7,922
2024-06-06,Line_2,Production,Oil Pan,6,1332
2024-06-06,Line_3,Production,Cylinder Liner,6,4602
2024-06-06,Line_3,Production,Camshaft Pulley,3,2902
2024-06-07,Line_1,Production,Engine Block,6,469
2024-06-07,Line_2,Production,Cylinder Head,7,922
2024-06-07,Line_2,Production,Oil Pan,6,1332
2024-06-07,Line_3,Production,Cylinder Liner,6,4602
2024-06-07,Line_3,Production,Camshaft Pulley,3,2902
2024-06-08,Line_1,Production,Engine Block,6,469
2024-06-08,Line_2,Production,Cylinder Head,7,922
2024-06-08,Line_2,Production,Oil Pan,6,1332
2024-06-08,Line_3,Production,Cylinder Liner,6,4602
2024-06-08,Line_3,Production,Camshaft Pulley,3,2902
2024-06-10,Line_1,Production,Engine Block,6,469
2024-06-10,Line_2,Production,Cylinder Head,7,922
2024-06-10,Line_2,Production,Oil Pan,6,1332
2024-06-10,Line_3,Production,Cylinder Liner,6,4602
2024-06-10,Line_3,Production,Camshaft Pulley,3,2902
2024-06-11,Line_1,Production,Engine Block,6,469
2024-06-11,Line_2,Production,Cylinder Head,7,922
2024-06-11,Line_2,Production,Oil Pan,6,1332
2024-06-11,Line_3,Production,Cylinder Liner,6,4602
2024-06-11,Line_3,Production,Camshaft Pulley,3,2902
2024-06-12,Line_1,Production,Engine Block,6,469
2024-06-12,Line_2,Production,Cylinder Head,7,922
2024-06-12,Line_2,Production,Oil Pan,6,1332
2024-06-12,Line_3,Production,Cylinder Liner,6,4602
2024-06-12,Line_3,Production,Camshaft Pulley,3,2902
2024-06-13,Line_1,Production,Engine Block,6,469
2024-06-13,Line_2,Production,Cylinder Head,7,922
2024-06-13,Line_2,Production,Oil Pan,6,1332
2024-06-13,Line_3,Production,Cylinder Liner,6,4602
2024-06-13,Line_3,Production,Camshaft Pulley,3,2902
2024-06-14,Line_1,Production,Engine Block,6,469
2024-06-14,Line_2,Production,Cylinder Head,7,921
2024-06-14,Line_2,Production,Oil Pan,6,1332
2024-06-14,Line_3,Production,Cylinder Liner,6,4602
2024-06-14,Line_3,Production,Camshaft Pulley,3,2902
2024-06-15,Line_1,Production,Engine Block,6,469
2024-06-15,Line_2,Production,Cylinder Head,7,921
2024-06-15,Line_2,Production,Oil Pan,6,1332
2024-06-15,Line_3,Production,Cylinder Liner,6,4602
2024-06-15,Line_3,Production,Camshaft Pulley,3,2902
2024-06-17,Line_1,Production,Engine Block,6,469
2024-06-17,Line_2,Production,Cylinder Head,7,921
2024-06-17,Line_2,Production,Oil Pan,6,1332
2024-06-17,Line_3,Production,Cylinder Liner,6,4602
2024-06-17,Line_3,Production,Camshaft Pulley,3,2902
2024-06-18,Line_1,Production,Engine Block,6,469
2024-06-18,Line_2,Production,Cylinder Head,7,921
2024-06-18,Line_2,Production,Oil Pan,6,1332
2024-06-18,Line_3,Production,Cylinder Liner,6,4602
2024-06-18,Line_3,Production,Camshaft Pulley,3,2902
2024-06-19,Line_1,Production,Engine Block,6,469
2024-06-19,Line_2,Production,Cylinder Head,7,921
2024-06-19,Line_2,Production,Oil Pan,6,1332
2024-06-19,Line_3,Production,Cylinder Liner,6,4602
2024-06-19,Line_3,Production,Camshaft Pulley,3,2902
2024-06-20,Line_1,Production,Engine Block,6,469
2024-06-20,Line_2,Production,Cylinder Head,7,921
2024-06-20,Line_2,Production,Oil Pan,6,1332
2024-06-20,Line_3,Production,Cylinder Liner,6,4602
2024-06-20,Line_3,Production,Camshaft Pulley,3,2902
2024-06-21,Line_1,Production,Engine Block,6,469
2024-06-21,Line_2,Production,Cylinder Head,7,921
2024-06-21,Line_2,Production,Oil Pan,6,1332
2024-06-21,Line_3,Production,Cylinder Liner,6,4602
2024-06-21,Line_3,Production,Camshaft Pulley,3,2902
2024-06-22,Line_1,Production,Engine Block,6,469
2024-06-22,Line_2,Production,Cylinder Head,7,921
2024-06-22,Line_2,Production,Oil Pan,6,1332
2024-06-22,Line_3,Production,Cylinder Liner,6,4602
2024-06-22,Line_3,Production,Camshaft Pulley,3,2902
2024-06-24,Line_1,Production,Engine Block,6,469
2024-06-24,Line_2,Production,Cylinder Head,7,921
2024-06-24,Line_2,Production,Oil Pan,6,1332
2024-06-24,Line_3,Production,Cylinder Liner,6,4602
2024-06-24,Line_3,Production,Camshaft Pulley,3,2902
2024-06-25,Line_1,Production,Engine Block,6,469
2024-06-25,Line_2,Production,Cylinder Head,7,921
2024-06-25,Line_2,Production,Oil Pan,6,1332
2024-06-25,Line_3,Production,Cylinder Liner,6,4602
2024-06-25,Line_3,Production,Camshaft Pulley,3,2902
2024-06-26,Line_1,Production,Engine Block,6,469
2024-06-26,Line_2,Production,Cylinder Head,7,921
2024-06-26,Line_2,Production,Oil Pan,6,1332
2024-06-26,Line_3,Production,Cylinder Liner,6,4602
2024-06-26,Line_3,Production,Camshaft Pulley,3,2902
2024-06-27,Line_1,Production,Engine Block,6,469
2024-06-27,Line_2,Production,Cylinder Head,7,921
2024-06-27,Line_2,Production,Oil Pan,6,1331
2024-06-27,Line_3,Production,Cylinder Liner,6,4602
2024-06-27,Line_3,Production,Camshaft Pulley,3,2902
2024-06-28,Line_1,Production,Engine Block,6,469
2024-06-28,Line_2,Production,Cylinder Head,7,921
2024-06-28,Line_2,Production,Oil Pan,6,1331
2024-06-28,Line_3,Production,Cylinder Liner,6,4602
2024-06-28,Line_3,Production,Camshaft Pulley,3,2902
2024-06-29,Line_1,Production,Engine Block,6,469
2024-06-29,Line_2,Production,Cylinder Head,7,921
2024-06-29,Line_2,Production,Oil Pan,6,1331
2024-06-29,Line_3,Production,Cylinder Liner,6,4602
2024-06-29,Line_3,Production,Camshaft Pulley,3,2902
2024-06-02,Line_1,Maintenance_Weekly,None,0,0
2024-06-02,Line_2,Maintenance_Weekly,None,0,0
2024-06-02,Line_3,Maintenance_Weekly,None,0,0
2024-06-09,Line_1,Maintenance_Weekly,None,0,0
2024-06-09,Line_2,Maintenance_Weekly,None,0,0
2024-06-09,Line_3,Maintenance_Weekly,None,0,0
2024-06-16,Line_1,Maintenance_Weekly,None,0,0
2024-06-16,Line_2,Maintenance_Weekly,None,0,0
2024-06-16,Line_3,Maintenance_Weekly,None,0,0
2024-06-23,Line_1,Maintenance_Weekly,None,0,0
2024-06-23,Line_2,Maintenance_Weekly,None,0,0
2024-06-23,Line_3,Maintenance_Weekly,None,0,0
2024-06-30,Line_1,Maintenance_Weekly,None,0,0
2024-06-30,Line_2,Maintenance_Weekly,None,0,0
2024-06-30,Line_3,Maintenance_Weekly,None,0,0
2024-07-01,Line_1,Production,Engine Block,6,405
2024-07-01,Line_2,Production,Cylinder Head,6,806
2024-07-01,Line_2,Production,Oil Pan,5,1116
2024-07-01,Line_3,Production,Cylinder Liner,6,4180
2024-07-01,Line_3,Production,Camshaft Pulley,3,2791
2024-07-02,Line_1,Production,Engine Block,6,405
2024-07-02,Line_2,Production,Cylinder Head,6,806
2024-07-02,Line_2,Production,Oil Pan,5,1116
2024-07-02,Line_3,Production,Cylinder Liner,6,4180
2024-07-02,Line_3,Production,Camshaft Pulley,3,2791
2024-07-03,Line_1,Production,Engine Block,6,405
2024-07-03,Line_2,Production,Cylinder Head,6,806
2024-07-03,Line_2,Production,Oil Pan,5,1116
2024-07-03,Line_3,Production,Cylinder Liner,6,4180
2024-07-03,Line_3,Production,Camshaft Pulley,3,2791
2024-07-04,Line_1,Production,Engine Block,6,405
2024-07-04,Line_2,Production,Cylinder Head,6,806
2024-07-04,Line_2,Production,Oil Pan,5,1116
2024-07-04,Line_3,Production,Cylinder Liner,6,4180
2024-07-04,Line_3,Production,Camshaft Pulley,3,2791
2024-07-05,Line_1,Production,Engine Block,6,405
2024-07-05,Line_2,Production,Cylinder Head,6,806
2024-07-05,Line_2,Production,Oil Pan,5,1116
2024-07-05,Line_3,Production,Cylinder Liner,6,4180
2024-07-05,Line_3,Production,Camshaft Pulley,3,2791
2024-07-06,Line_1,Production,Engine Block,6,405
2024-07-06,Line_2,Production,Cylinder Head,6,806
2024-07-06,Line_2,Production,Oil Pan,5,1116
2024-07-06,Line_3,Production,Cylinder Liner,6,4180
2024-07-06,Line_3,Production,Camshaft Pulley,3,2791
2024-07-08,Line_1,Production,Engine Block,6,405
2024-07-08,Line_2,Production,Cylinder Head,6,806
2024-07-08,Line_2,Production,Oil Pan,5,1116
2024-07-08,Line_3,Production,Cylinder Liner,6,4180
2024-07-08,Line_3,Production,Camshaft Pulley,3,2791
2024-07-09,Line_1,Production,Engine Block,6,405
2024-07-09,Line_2,Production,Cylinder Head,6,806
2024-07-09,Line_2,Production,Oil Pan,5,1116
2024-07-09,Line_3,Production,Cylinder Liner,6,4180
2024-07-09,Line_3,Production,Camshaft Pulley,3,2791
2024-07-10,Line_1,Production,Engine Block,6,404
2024-07-10,Line_2,Production,Cylinder Head,6,806
2024-07-10,Line_2,Production,Oil Pan,5,1116
2024-07-10,Line_3,Production,Cylinder Liner,6,4180
2024-07-10,Line_3,Production,Camshaft Pulley,3,2791
2024-07-11,Line_1,Production,Engine Block,6,404
2024-07-11,Line_2,Production,Cylinder Head,6,806
2024-07-11,Line_2,Production,Oil Pan,5,1116
2024-07-11,Line_3,Production,Cylinder Liner,6,4180
2024-07-11,Line_3,Production,Camshaft Pulley,3,2791
2024-07-12,Line_1,Production,Engine Block,6,404
2024-07-12,Line_2,Production,Cylinder Head,6,806
2024-07-12,Line_2,Production,Oil Pan,5,1116
2024-07-12,Line_3,Production,Cylinder Liner,6,4180
2024-07-12,Line_3,Production,Camshaft Pulley,3,2791
2024-07-13,Line_1,Production,Engine Block,6,404
2024-07-13,Line_2,Production,Cylinder Head,6,806
2024-07-13,Line_2,Production,Oil Pan,5,1116
2024-07-13,Line_3,Production,Cylinder Liner,6,4180
2024-07-13,Line_3,Production,Camshaft Pulley,3,2791
2024-07-15,Line_1,Production,Engine Block,6,404
2024-07-15,Line_2,Production,Cylinder Head,6,806
2024-07-15,Line_2,Production,Oil Pan,5,1116
2024-07-15,Line_3,Production,Cylinder Liner,6,4180
2024-07-15,Line_3,Production,Camshaft Pulley,3,2791
2024-07-16,Line_1,Production,Engine Block,6,404
2024-07-16,Line_2,Production,Cylinder Head,6,806
2024-07-16,Line_2,Production,Oil Pan,5,1116
2024-07-16,Line_3,Production,Cylinder Liner,6,4180
2024-07-16,Line_3,Production,Camshaft Pulley,3,2791
2024-07-17,Line_1,Production,Engine Block,6,404
2024-07-17,Line_2,Production,Cylinder Head,6,806
2024-07-17,Line_2,Production,Oil Pan,5,1116
2024-07-17,Line_3,Production,Cylinder Liner,6,4179
2024-07-17,Line_3,Production,Camshaft Pulley,3,2791
2024-07-18,Line_1,Production,Engine Block,6,404
2024-07-18,Line_2,Production,Cylinder Head,6,806
2024-07-18,Line_2,Production,Oil Pan,5,1116
2024-07-18,Line_3,Production,Cylinder Liner,6,4179
2024-07-18,Line_3,Production,Camshaft Pulley,3,2791
2024-07-19,Line_1,Production,Engine Block,6,404
2024-07-19,Line_2,Production,Cylinder Head,6,806
2024-07-19,Line_2,Production,Oil Pan,5,1116
2024-07-19,Line_3,Production,Cylinder Liner,6,4179
2024-07-19,Line_3,Production,Camshaft Pulley,3,2791
2024-07-20,Line_1,Production,Engine Block,6,404
2024-07-20,Line_2,Production,Cylinder Head,6,806
2024-07-20,Line_2,Production,Oil Pan,5,1116
2024-07-20,Line_3,Production,Cylinder Liner,6,4179
2024-07-20,Line_3,Production,Camshaft Pulley,3,2791
2024-07-22,Line_1,Production,Engine Block,6,404
2024-07-22,Line_2,Production,Cylinder Head,6,806
2024-07-22,Line_2,Production,Oil Pan,5,1116
2024-07-22,Line_3,Production,Cylinder Liner,6,4179
2024-07-22,Line_3,Production,Camshaft Pulley,3,2791
2024-07-23,Line_1,Production,Engine Block,6,404
2024-07-23,Line_2,Production,Cylinder Head,6,806
2024-07-23,Line_2,Production,Oil Pan,5,1116
2024-07-23,Line_3,Production,Cylinder Liner,6,4179
2024-07-23,Line_3,Production,Camshaft Pulley,3,2791
2024-07-24,Line_1,Production,Engine Block,6,404
2024-07-24,Line_2,Production,Cylinder Head,6,806
2024-07-24,Line_2,Production,Oil Pan,5,1116
2024-07-24,Line_3,Production,Cylinder Liner,6,4179
2024-07-24,Line_3,Production,Camshaft Pulley,3,2791
2024-07-25,Line_1,Production,Engine Block,6,404
2024-07-25,Line_2,Production,Cylinder Head,6,806
2024-07-25,Line_2,Production,Oil Pan,5,1116
2024-07-25,Line_3,Production,Cylinder Liner,6,4179
2024-07-25,Line_3,Production,Camshaft Pulley,3,2791
2024-07-26,Line_1,Production,Engine Block,6,404
2024-07-26,Line_2,Production,Cylinder Head,6,806
2024-07-26,Line_2,Production,Oil Pan,5,1116
2024-07-26,Line_3,Production,Cylinder Liner,6,4179
2024-07-26,Line_3,Production,Camshaft Pulley,3,2790
2024-07-27,Line_1,Production,Engine Block,6,404
2024-07-27,Line_2,Production,Cylinder Head,6,805
2024-07-27,Line_2,Production,Oil Pan,5,1116
2024-07-27,Line_3,Production,Cylinder Liner,6,4179
2024-07-27,Line_3,Production,Camshaft Pulley,3,2790
2024-07-29,Line_1,Production,Engine Block,6,404
2024-07-29,Line_2,Production,Cylinder Head,6,805
2024-07-29,Line_2,Production,Oil Pan,5,1115
2024-07-29,Line_3,Production,Cylinder Liner,6,4179
2024-07-29,Line_3,Production,Camshaft Pulley,3,2790
2024-07-30,Line_1,Production,Engine Block,6,404
2024-07-30,Line_2,Production,Cylinder Head,6,805
2024-07-30,Line_2,Production,Oil Pan,5,1115
2024-07-30,Line_3,Production,Cylinder Liner,6,4179
2024-07-30,Line_3,Production,Camshaft Pulley,3,2790
2024-07-31,Line_1,Production,Engine Block,6,404
2024-07-31,Line_2,Production,Cylinder Head,6,805
2024-07-31,Line_2,Production,Oil Pan,5,1115
2024-07-31,Line_3,Production,Cylinder Liner,6,4179
2024-07-31,Line_3,Production,Camshaft Pulley,3,2790
2024-07-07,Line_1,Maintenance_Weekly,None,0,0
2024-07-07,Line_2,Maintenance_Weekly,None,0,0
2024-07-07,Line_3,Maintenance_Weekly,None,0,0
2024-07-14,Line_1,Maintenance_Weekly,None,0,0
2024-07-14,Line_2,Maintenance_Weekly,None,0,0
2024-07-14,Line_3,Maintenance_Weekly,None,0,0
2024-07-21,Line_1,Maintenance_Weekly,None,0,0
2024-07-21,Line_2,Maintenance_Weekly,None,0,0
2024-07-21,Line_3,Maintenance_Weekly,None,0,0
2024-07-28,Line_1,Maintenance_Weekly,None,0,0
